Image_1_Path,Image_1_Label,Image_2_Path,Image_2_Label,pHash_Distance,Conflict_Type,Recommended_Action
data/raw/ct_images/normal/CT00023.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00023.png,normal,data/raw/ct_images/tumor/CT00095.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00023.png,normal,data/raw/ct_images/tumor/CT00132.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00024.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00025.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00026.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00026.png,normal,data/raw/ct_images/tumor/CT00085.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00026.png,normal,data/raw/ct_images/tumor/CT00093.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00026.png,normal,data/raw/ct_images/tumor/CT00116.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00026.png,normal,data/raw/ct_images/tumor/CT00121.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00027.png,normal,data/raw/ct_images/progression/CT00148.png,progression,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00027.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,5,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00027.png,normal,data/raw/ct_images/tumor/CT00085.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00027.png,normal,data/raw/ct_images/tumor/CT00087.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00027.png,normal,data/raw/ct_images/tumor/CT00112.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00027.png,normal,data/raw/ct_images/tumor/CT00116.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00027.png,normal,data/raw/ct_images/tumor/CT00121.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00028.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,5,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00028.png,normal,data/raw/ct_images/tumor/CT00085.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00028.png,normal,data/raw/ct_images/tumor/CT00116.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00028.png,normal,data/raw/ct_images/tumor/CT00121.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00029.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00029.png,normal,data/raw/ct_images/tumor/CT00116.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00030.png,normal,data/raw/ct_images/progression/CT00148.png,progression,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00030.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,5,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00030.png,normal,data/raw/ct_images/tumor/CT00085.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00030.png,normal,data/raw/ct_images/tumor/CT00087.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00030.png,normal,data/raw/ct_images/tumor/CT00112.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00030.png,normal,data/raw/ct_images/tumor/CT00116.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00030.png,normal,data/raw/ct_images/tumor/CT00121.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00031.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00031.png,normal,data/raw/ct_images/tumor/CT00095.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00031.png,normal,data/raw/ct_images/tumor/CT00132.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00032.png,normal,data/raw/ct_images/progression/CT00148.png,progression,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00032.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,5,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00032.png,normal,data/raw/ct_images/tumor/CT00085.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00032.png,normal,data/raw/ct_images/tumor/CT00087.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00032.png,normal,data/raw/ct_images/tumor/CT00112.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00032.png,normal,data/raw/ct_images/tumor/CT00116.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00032.png,normal,data/raw/ct_images/tumor/CT00121.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00033.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00034.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00034.png,normal,data/raw/ct_images/tumor/CT00085.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00034.png,normal,data/raw/ct_images/tumor/CT00121.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00035.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00036.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00037.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00038.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00039.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,6,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00039.png,normal,data/raw/ct_images/tumor/CT00085.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00039.png,normal,data/raw/ct_images/tumor/CT00116.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00039.png,normal,data/raw/ct_images/tumor/CT00121.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00040.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00041.png,normal,data/raw/ct_images/progression/CT00148.png,progression,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00041.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,5,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00041.png,normal,data/raw/ct_images/tumor/CT00085.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00041.png,normal,data/raw/ct_images/tumor/CT00087.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00041.png,normal,data/raw/ct_images/tumor/CT00112.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00041.png,normal,data/raw/ct_images/tumor/CT00116.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00041.png,normal,data/raw/ct_images/tumor/CT00121.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00042.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00042.png,normal,data/raw/ct_images/tumor/CT00095.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00042.png,normal,data/raw/ct_images/tumor/CT00132.png,tumor,9,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00043.png,normal,data/raw/ct_images/progression/CT00148.png,progression,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00043.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,5,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00043.png,normal,data/raw/ct_images/tumor/CT00085.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00043.png,normal,data/raw/ct_images/tumor/CT00087.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00043.png,normal,data/raw/ct_images/tumor/CT00112.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00043.png,normal,data/raw/ct_images/tumor/CT00116.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00043.png,normal,data/raw/ct_images/tumor/CT00121.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00044.png,normal,data/raw/ct_images/tumor/CT00074.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00045.png,normal,data/raw/ct_images/progression/CT00148.png,progression,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00045.png,normal,data/raw/ct_images/tumor/CT00068.png,tumor,5,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00045.png,normal,data/raw/ct_images/tumor/CT00085.png,tumor,8,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00045.png,normal,data/raw/ct_images/tumor/CT00087.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00045.png,normal,data/raw/ct_images/tumor/CT00112.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00045.png,normal,data/raw/ct_images/tumor/CT00116.png,tumor,7,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
data/raw/ct_images/normal/CT00045.png,normal,data/raw/ct_images/tumor/CT00121.png,tumor,10,Cross-Class Near Duplicate,MARK FOR MEDICAL REVIEW - DO NOT AUTO-OVERRIDE
