File_Path,Filename,Modality,Subfolder_Class,Width,Height,Color_Mode,Format,Size_Bytes,MD5_Hash,SHA256_Hash,aHash,dHash,pHash,Mean_Intensity,Std_Intensity,Min_Intensity,Max_Intensity,Pixel_Variance
data/raw/ct_images/normal/CT00011.png,CT00011.png,ct,normal,256,256,L,PNG,2008,623160b46e4dd7fcb7cfbff779fdd82c,9fe19fb10f2c42a75ec15bf85d9ee752aa3ea059798090ff0b8df8bdd82a3867,003c7e7e7e7e3c00,8e0f070b330f0f86,c0332b8c378c3433,52.27,39.93,13.0,224.0,1594.43
data/raw/ct_images/normal/CT00012.png,CT00012.png,ct,normal,256,256,L,PNG,2049,7619568e168e317f616dd2b9b5083e2a,cbb5e5db3db509c251c36f02070a8d83c2d5b99da34a4331662a03a5c67d1da8,003c7e7e7e7e3c00,8c0f070f330f0f8e,c0332b8c378c3433,53.91,39.12,16.0,227.0,1530.36
data/raw/ct_images/normal/CT00013.png,CT00013.png,ct,normal,256,256,L,PNG,2077,74a62f6b2a7823b1f57a480d374d91c8,ed27a96b07d26e2c5294fd675773725edc2942449f8a1f3b18d62b6ae66e27db,003c7e7e7e7e3c00,8e0f070b130f0f96,95a67a9962996166,56.3,42.33,15.0,237.0,1791.56
data/raw/ct_images/normal/CT00014.png,CT00014.png,ct,normal,256,256,L,PNG,2021,8c9cebc252fdbd20eda700800ac1bc97,b9f654369635d1ac7a0d57fbfd1acb40046c71317224f43798740b86935a24d6,003c7e7e7e7e3c00,8e0f070b330f0f94,c0332b8c378c3433,53.87,38.22,17.0,234.0,1460.71
data/raw/ct_images/normal/CT00015.png,CT00015.png,ct,normal,256,256,L,PNG,2025,ec101166f865df9e0f954d75bde291c5,16f03f971202e28707bab8b16f54300979c44e0560a7df9b5d2e312d9239d18f,003c7e7e7e7e3c00,8c0f070f330f0f8e,c0332bcc358c3433,53.07,40.78,13.0,230.0,1663.36
data/raw/ct_images/normal/CT00016.png,CT00016.png,ct,normal,256,256,L,PNG,2030,e22311a8fff8c2e5e7d7c8ff839100c7,4c5aea0e4c254e6122f1b462da2045af1d479334ecb92f72c7c47b53136e76c0,003c7e7e7e7e3c00,ce0f070f130f0f8e,95667e99609961a6,52.26,40.89,12.0,221.0,1671.77
data/raw/ct_images/normal/CT00017.png,CT00017.png,ct,normal,256,256,L,PNG,2039,a6c2f35fcf447ef1fa6a7aafb06b665b,0f83924bb72b43da163696c0889b13b405532105559ca4e5e9d0d27f48479da8,003c7e7e7e7e3c00,8e0f070b130f0fd6,91267a9962996166,54.49,39.82,16.0,237.0,1586.0
data/raw/ct_images/normal/CT00018.png,CT00018.png,ct,normal,256,256,L,PNG,2070,554160558c5b3fcb97294f84cedb13f6,10e4e3b0391408b9a7f452ddc3c914100b5bbfbad3168756438d31d83d19124e,003c7e7e7e7e3c00,8c0f0f0b330f0f8e,c0332fcc358c3033,53.02,41.85,12.0,222.0,1751.81
data/raw/ct_images/normal/CT00019.png,CT00019.png,ct,normal,256,256,L,PNG,2001,a93abe22bf78663aeaa3cf1a1abdb1bd,7937c12c7804707c2d270caac5619804d8cc19945efb0628786c10ab5232888a,003c7e7e7e7e3c00,8e0f230f330f0f8e,c0332b8c3dcc3033,54.41,40.75,14.0,230.0,1660.67
data/raw/ct_images/normal/CT00020.png,CT00020.png,ct,normal,256,256,L,PNG,2032,9153e92f9c02f7debe41bdd6916b71c7,bfe81e48fa2be65ea7ff824fee9ceb7e40e56d16659f1d2c5f7f8fa75f7e43fd,003c7e7e7e7e3c00,8c0f070b330f0f8e,c0332fcc358c3033,53.51,41.82,12.0,226.0,1748.97
data/raw/ct_images/normal/CT00021.png,CT00021.png,ct,normal,256,256,L,PNG,2045,1624498e57dc330a951151dc98170a29,369cfe178ab8e5ccc4e9237411e4bb0c22fd77324d4ce824a35def76b9dfce3e,003c7e7e7e7e3c00,8c0f0f0f330f0f8e,c0332f8c378c3033,55.56,40.17,17.0,240.0,1613.61
data/raw/ct_images/normal/CT00022.png,CT00022.png,ct,normal,256,256,L,PNG,2060,a735dd14da7bcd2f2163d0f412d44be7,710aecd186939eacd66b85a07853030c895d87e55d00794bd1b41f7ed052cbd3,003c7e7e7e7e3c00,8e0f070b130f0f96,95267a9962996166,56.56,41.43,16.0,237.0,1716.31
data/raw/ct_images/normal/CT00023.png,CT00023.png,ct,normal,256,256,L,PNG,2041,1cc30ba5ccfea0e94fb1b7cdf8421e59,65b9b78363241299e3905ee63372cb4f12b93d976ca084f7627989f89ef9fc9f,003c7e7e7e7e3c00,8e0f170b330f0f94,c0332b8c378c3433,52.31,40.26,13.0,224.0,1620.63
data/raw/ct_images/normal/CT00024.png,CT00024.png,ct,normal,256,256,L,PNG,2028,153e05485b78e9b1807434d1219e64d7,e0823c5a52b8a7eed06c7bdd08ee504cdcfabd0858a1f45f5e3dbb8907b068c5,003c7e7e7e7e3c00,8e0f172b330f0f94,c0332f8c378c3033,56.03,39.18,18.0,223.0,1535.33
data/raw/ct_images/normal/CT00025.png,CT00025.png,ct,normal,256,256,L,PNG,2022,509ee8faa7a65ab01b186fa580783a03,8c0c3817f3d5ebc46717882fa3b207956069d0f7ad30a946db4fcf83b3add84f,003c7e7e7e7e3c00,8e0f030f330f0f8e,c0332bcc378c3033,56.23,40.96,16.0,239.0,1677.71
data/raw/ct_images/normal/CT00026.png,CT00026.png,ct,normal,256,256,L,PNG,2012,6f55e1dd4990924b35f1fcf03105fdab,bfbf99d35748e320cb41430c71811d1c0efde356122b356d5683f733437ef547,003c7e7e7e7e3c00,8e0f072b330f0f86,95267ad962996126,56.35,41.14,16.0,239.0,1692.17
data/raw/ct_images/normal/CT00027.png,CT00027.png,ct,normal,256,256,L,PNG,2035,734a57b4631bc133e57a273948a35e82,89cc920dcdfa004e6acbd8e6e05d2e9e8f840417ebb4e749a7dbcd76a4c32114,003c7e7e7e7e3c00,8e0f070b130f0f86,95667a9962996126,54.35,39.64,16.0,237.0,1571.71
data/raw/ct_images/normal/CT00028.png,CT00028.png,ct,normal,256,256,L,PNG,1999,3268b1de2cac112abc9636614e6e5210,c2a4d0cd38d592dd97d76f468ca54dcb4d91219019ebe447e23b7774d82dccae,003c7e7e7e7e3c00,ce0f230f130f0f8e,95667a9960996166,54.11,40.67,14.0,231.0,1653.89
data/raw/ct_images/normal/CT00029.png,CT00029.png,ct,normal,256,256,L,PNG,2033,4657fc722d2fbb68969b5306731b1117,e50940940fd839d5b4e486764ccb239183826a5747d33a83fb09d35d278d330b,003c7e7e7e7e3c00,8e0f170b130f0f86,95a67a9962996166,55.65,40.56,16.0,222.0,1645.29
data/raw/ct_images/normal/CT00030.png,CT00030.png,ct,normal,256,256,L,PNG,2050,bd7e178ed0207cbed1c747de6eb1dca9,f7c77ed7e2d1052b384e2efeed41d65ba7da9834e3bec050840ae0e7a2a4cab0,003c7e7e7e7e3c00,ce0f0f0b130f0f8e,95667a9962996126,56.15,39.33,18.0,220.0,1547.22
data/raw/ct_images/normal/CT00031.png,CT00031.png,ct,normal,256,256,L,PNG,2023,63646650c7c886352e6d88d2655a79f1,7a9bbb33576db2c9a502abf75d772986eb769898a7d9fdda1c4e5b085637fc40,003c7e7e7e7e3c00,8c0f030f370f0f8e,c0332b8c37cc3033,55.44,38.76,18.0,234.0,1502.59
data/raw/ct_images/normal/CT00032.png,CT00032.png,ct,normal,256,256,L,PNG,2022,3c61edbf040625336380f24893c6de94,13cab1d8114908d148c9344f52640b8c602c5cf515ecfbd057d0de1034be50a7,003c7e7e7e7e3c00,8e0f070b130f0f86,95667a9962996126,52.27,40.22,13.0,235.0,1617.84
data/raw/ct_images/normal/CT00033.png,CT00033.png,ct,normal,256,256,L,PNG,2016,f55ea69d4b3a891ff9a462cecb9f883b,85179cf31ae576e1f1ef01833e35490b74423eeedd89f9eb1f2547b0116f04cc,003c7e7e7e7e3c00,8c0f0f0b330f0f8e,c0332f8c37cc30a3,56.46,41.29,16.0,239.0,1704.61
data/raw/ct_images/normal/CT00034.png,CT00034.png,ct,normal,256,256,L,PNG,2004,d46cd49ea7f59db071c2749d00e5e530,6fdacb78ab8cf3e75c765ba90fc75e15f590b2d02da77d9b3fc4c10f749ffc67,003c7e7e7e7e3c00,cc0f2b0f130f0f8e,81667e89689961a6,52.91,40.37,13.0,222.0,1630.01
data/raw/ct_images/normal/CT00035.png,CT00035.png,ct,normal,256,256,L,PNG,2045,7e48a2b7d3122aa26fc16a4f0bd22775,dda49abdc5c76df37ca1273d5902078b4612e84d5d449936afaed29162fc098e,003c7e7e7e7e3c00,8e0f070b330f0f8e,c0332f8c378c3033,53.59,41.39,13.0,226.0,1712.77
data/raw/ct_images/normal/CT00036.png,CT00036.png,ct,normal,256,256,L,PNG,1998,a1acc806e9ddb04a92d9868bcfb03f54,e77d0e889b0a168a428182ad82809c24507b360d911ad9ca9dff203d92eb01e3,003c7e7e7e7e3c00,cc0f2b0f330f0f8e,c0332bcc35cc34a3,53.49,40.97,13.0,237.0,1678.75
data/raw/ct_images/normal/CT00037.png,CT00037.png,ct,normal,256,256,L,PNG,2032,c91f27916e1cb57f2990db043d1ca334,26133197ca26707bc8f5d3706fe7e19f11842a9548f38fdd799ef35cda6778d0,003c7e7e7e7e3c00,8e0f070b330f0f96,c0332f8c378c3033,54.88,39.92,16.0,239.0,1593.62
data/raw/ct_images/normal/CT00038.png,CT00038.png,ct,normal,256,256,L,PNG,2024,dcbc5c905d6dec9c5fe2e8c21d866e56,89e221c3ad09fcd906cf3f26be15b4fac99bae3a075a70ec56cb7febf3801bb9,003c7e7e7e7e3c00,8e0f070b330f0f86,c0332bcc378c3033,56.78,39.81,18.0,227.0,1584.63
data/raw/ct_images/normal/CT00039.png,CT00039.png,ct,normal,256,256,L,PNG,2022,a55de0c7ada09b7b7af49ec7039e6b9f,ca92d0cae84dde0cddcf0d45c8e07190f09a601e51668cf63b18c7b607effc25,003c7e7e7e7e3c00,8e0f070b130f0f86,91667a9962996126,57.24,40.14,18.0,233.0,1611.5
data/raw/ct_images/normal/CT00040.png,CT00040.png,ct,normal,256,256,L,PNG,2014,70c79367a3e0a996a52299e2e39903f5,6a1aaf7a8f1e98d4598d573c1b3374e7dab461aff5038c8e2ba82670adda47ea,003c7e7e7e7e3c00,8c0f0f0f330f0f8e,c0332fcc358c30b3,56.36,40.91,16.0,234.0,1673.7
data/raw/ct_images/normal/CT00041.png,CT00041.png,ct,normal,256,256,L,PNG,2032,33b200a38e50e45a66636fc5ce417668,9ce4f1788262adfcd46921d2a4b197920ac5e8102c7fad318748e3446e7cfc48,003c7e7e7e7e3c00,8e0f0f0b330f0f8e,95667a9962996126,55.99,41.65,15.0,240.0,1734.61
data/raw/ct_images/normal/CT00042.png,CT00042.png,ct,normal,256,256,L,PNG,2033,f37c74859f074f755ad456c7f9f804dd,c14039a97d15d8dfb56a9d15564852f32bbb11ab5a456e69978f3458b93089b3,003c7e7e7e7e3c00,8c0f030f330f0f8e,c0332b8c37cc3423,55.83,39.67,17.0,232.0,1573.61
data/raw/ct_images/normal/CT00043.png,CT00043.png,ct,normal,256,256,L,PNG,2035,5a2411575288211817f395d93d676f3b,9a38ab944974ac45c03f3e2d05aaa2f92a70190d36da3da6e340a3835993125a,003c7e7e7e7e3c00,8e0f070b130f0f86,95667a9962996126,53.02,40.85,13.0,226.0,1668.37
data/raw/ct_images/normal/CT00044.png,CT00044.png,ct,normal,256,256,L,PNG,1984,6484631084b30914fc5ec215a3be5f1c,ff53dbfb3401a2e9c4e5ff2b3d49c6b40c4a42988e970d85f5c0fd8b968c8029,003c7e7e7e7e3c00,8e0f070b330f0f8e,c0332bcc358c3433,55.65,40.01,16.0,224.0,1600.55
data/raw/ct_images/normal/CT00045.png,CT00045.png,ct,normal,256,256,L,PNG,2018,8bedfc4e0abb0a021518bf4666bcf95a,7547ea54b71d94fc5992403d78b8720124eebcb01bab7eb10c6c76d6208f58e1,003c7e7e7e7e3c00,ce0f070b130f0f8e,95667a9962996126,55.65,39.86,17.0,234.0,1588.77
data/raw/ct_images/normal/CT00046.png,CT00046.png,ct,normal,256,256,L,PNG,2039,d1f9eb34988fd8ca69ceb5e534031e7b,f9bd6a582f37b1a967c16c3b51bdfa5c3909f83a367cb170036711650fbea1a6,003c7e7e7e7e3c00,8e0f070b130f0f86,95267a9962996166,58.07,40.93,18.0,229.0,1675.14
data/raw/ct_images/normal/CT00047.png,CT00047.png,ct,normal,256,256,L,PNG,2059,65e52843428a4d25ef123d55057ee205,f7748c7be482e354c527f5f07d9a805b0ddfe27e14950171e63778cf857beb19,003c7e7e7e7e3c00,8c0f070f330f0f8e,c0332bcc378c3033,53.91,40.26,15.0,236.0,1620.67
data/raw/ct_images/normal/CT00048.png,CT00048.png,ct,normal,256,256,L,PNG,2028,cb9ec8009e38361c7ac186f0fc08b28d,7e556ccbccd0e62a157f8c9a11bc2b7bf856f167dffe242e94980cc6ebb68002,003c7e7e7e7e3c00,ce0f070b130f0f8e,95667a9962996126,57.21,39.94,18.0,236.0,1595.54
data/raw/ct_images/normal/CT00049.png,CT00049.png,ct,normal,256,256,L,PNG,2022,59df7efd401204c06a1791c12097c497,fb50f59ce03253c1d7c6112d31923815c886d65a982347c6fcc25e5b588c48a3,003c7e7e7e7e3c00,8c0f0f0f330f0f8e,c0332fcc358c30b3,53.73,42.25,12.0,231.0,1785.05
data/raw/ct_images/normal/CT00050.png,CT00050.png,ct,normal,256,256,L,PNG,2023,47f27442620f475a843a32acd9569534,81933cd6a2ab1615bf89bb10d8982e1406a71b162df7b5574d762ccaf41cf6c9,003c7e7e7e7e3c00,8c0f070b330f0f8e,95667a9962996126,54.94,40.54,15.0,237.0,1643.11
data/raw/ct_images/normal/CT00051.png,CT00051.png,ct,normal,256,256,L,PNG,2014,d6bf2cacec903bdfdecb340068322fa0,96c7ba30a4909a9dea6d3d378addb298380034ba4fc11268c2a9a110de439874,003c7e7e7e7e3c00,8e0f070b132f0f8e,95667e9960996126,57.01,39.55,18.0,224.0,1564.19
data/raw/ct_images/normal/CT00052.png,CT00052.png,ct,normal,256,256,L,PNG,2027,52b6a1a19c4ad1d994cb61cfa04c3c77,84a7f136e4a72945977da543bb66962e2be2dc54bbb5fb609be11f5dfffa4876,003c7e7e7e7e3c00,ce0f070b130f0f8e,95667a99609965a6,55.77,41.57,15.0,235.0,1728.01
data/raw/ct_images/normal/CT00053.png,CT00053.png,ct,normal,256,256,L,PNG,2012,0267e692579bcc52eddf870ee5a4a03d,20cfaa079d808a399dc35007b76147442f74f44d9b9742f7e90dd7081b8e0948,003c7e7e7e7e3c00,8e0f070b130f0f96,95a67a9962996166,52.0,40.1,13.0,231.0,1608.29
data/raw/ct_images/normal/CT00054.png,CT00054.png,ct,normal,256,256,L,PNG,2073,3d8bdea51b3b94e8639787be6c34ecea,36f6cfab30f25d8c2037e321c2fc4a7adde938549a355781ef1e2ad8e5557d94,003c7e7e7e7e3c00,ce0f070b130f0f8e,95667a89629965a6,53.39,42.18,12.0,232.0,1779.21
data/raw/ct_images/normal/CT00055.png,CT00055.png,ct,normal,256,256,L,PNG,2041,2a2054767724c4e3dbd0c619830cc815,ee07eb6b427dbd83e29125ee5e32d60bbb074a30dbbd391c9d9a6f55b7431c42,003c7e7e7e7e3c00,8e0f170b130f0f86,95267a9962996166,55.6,38.74,18.0,227.0,1500.9
data/raw/ct_images/normal/CT00056.png,CT00056.png,ct,normal,256,256,L,PNG,2061,95be6760637c391eb564912ab6a5cca7,e1f5045685d588ec99843df2bd8b09b6000b6b605f599094a150434ec8da4799,003c7e7e7e7e3c00,8e0f0f0b330f0f8e,c0332b8c37cc3033,54.71,41.1,15.0,240.0,1688.98
data/raw/ct_images/normal/CT00057.png,CT00057.png,ct,normal,256,256,L,PNG,2007,0e76a36e3e8e716d4a3fb6da5e5249c7,f73655cd94bef5c4e0068676369ce5378ca7c9cffe8617022db5970d9be313bc,003c7e7e7e7e3c00,8e0f230b130f0f86,95667a9960996166,51.56,40.14,12.0,230.0,1611.27
data/raw/ct_images/normal/CT00058.png,CT00058.png,ct,normal,256,256,L,PNG,2035,f4e00efd3191e088d82c8f6cf1891875,d0289e37e31ca8b5412a8c5221b41d9783cc3fcd34b9690132de973df7a69c0c,003c7e7e7e7e3c00,8c0f2b0f330f0f8e,c0332b8c3f8c3423,52.67,41.35,12.0,235.0,1710.03
data/raw/ct_images/normal/CT00059.png,CT00059.png,ct,normal,256,256,L,PNG,2054,bc474f9899287c042d365a337d3d92a4,06f9c74a53dff712567cb81c664f42f3b1d65b3f3e621ca371301dcce348c592,003c7e7e7e7e3c00,8e0f070b330f0f8e,c0332bcc378c3033,56.57,40.82,17.0,227.0,1666.09
data/raw/ct_images/normal/CT00060.png,CT00060.png,ct,normal,256,256,L,PNG,2057,2ba19bc7df721308ae544930a5aa3f2f,5baf6b758aed67cc39d4faa8d40fdd5d8ec474aec16903695dc7abcf54dacb5d,003c7e7e7e7e3c00,8e0f170b370f0f94,c0b32b8c378c3433,56.5,39.71,18.0,224.0,1577.07
data/raw/ct_images/normal/CT00061.png,CT00061.png,ct,normal,256,256,L,PNG,2042,11da272aee3e58f10a41a48bc1473a03,9bf4a4980e80e0dd919f2c960ecaf546188d2d076ae956f6de4aeae5de49b881,003c7e7e7e7e3c00,8e0f070b130f0f8e,95667a9962996126,56.81,40.77,17.0,235.0,1661.93
data/raw/ct_images/normal/CT00062.png,CT00062.png,ct,normal,256,256,L,PNG,2052,45a4215e61e7d3111cbd4095c7f8c1bd,a0fe5b7944ef000be0b3808826b6397974dd3395030a3c385010a6f7b0d8c4c0,003c7e7e7e7e3c00,8c0f0f0b330f0f8e,95667a8962996166,54.38,40.47,15.0,228.0,1637.72
data/raw/ct_images/normal/CT00063.png,CT00063.png,ct,normal,256,256,L,PNG,2020,bceb6196960d7fe74417eb1dd4e2ff58,bcb1c3801f61506b0e1cef298e11ab0b7c8cd916ade68378c841cff01343190e,003c7e7e7e7e3c00,8e0f070f130f0f8e,95667a9962996126,54.87,39.12,17.0,232.0,1530.22
data/raw/ct_images/normal/CT00064.png,CT00064.png,ct,normal,256,256,L,PNG,2010,40dcd4c6fcca8c1e843fb1735c92ccbd,044d4ef7d6bba6ff8065033805e9e6a4adf17f5fe5ac57cab1b31f1561fa81c5,003c7e7e7e7e3c00,8c0f0f0f330f0f8e,c0332fcc358c30b3,56.15,42.74,14.0,239.0,1826.8
data/raw/ct_images/normal/CT00065.png,CT00065.png,ct,normal,256,256,L,PNG,2045,9be8a8103cc3e60017f6e0a558c2ec99,03399154ca1d7d6a23aefa4bf1e25cf77dda135c49d5148f0e74cfbf73ecb03d,003c7e7e7e7e3c00,8c0f072b330f0f8e,c0332fcc358c3033,56.72,39.62,18.0,220.0,1569.68
data/raw/ct_images/progression/CT00136.png,CT00136.png,ct,progression,256,256,L,PNG,2398,aefc95c5f6b0d1b1f68d923aa44a21b7,b35866ce56bb3eac8a14d9572be196e5316fb4579827b8ffd5f799896be0b1e4,003c7e7e7e7e3c00,8e0f0f0d1b2f0f86,ccce3b3330cd6122,62.94,55.25,14.0,234.0,3052.57
data/raw/ct_images/progression/CT00137.png,CT00137.png,ct,progression,256,256,L,PNG,2387,a40219e679413b04577c149268980d01,f5f475d368c81751ec52c31fb25c5ab8c107bab5940cdd9c652ac8edfd4df9aa,003c7e7e7e7e3c00,8e0f0f0f0b0f0f96,cccc3b3333cca123,60.63,57.28,12.0,237.0,3280.95
data/raw/ct_images/progression/CT00138.png,CT00138.png,ct,progression,256,256,L,PNG,2339,bcce99b726ac525cb99a115bedb38bce,5dbab9f347e8fa96b3c8c0130a51884cc224c9b10cf52eaae1e32bc14f96b814,003c7e7e7e7e3c00,8e0f0f0f330f0f8e,cccc3b3232cde123,64.46,55.14,16.0,221.0,3040.32
data/raw/ct_images/progression/CT00139.png,CT00139.png,ct,progression,256,256,L,PNG,2405,d3ef633197d4e927a919e698dab55289,508ae15dc190dbceeed4aec83953e78e242803223a7d2ba27d0056d16e9a8390,003c7e7e7e7e3c00,8e0f0f0f330f0f86,99996e6666999066,60.95,55.66,14.0,226.0,3097.78
data/raw/ct_images/progression/CT00140.png,CT00140.png,ct,progression,256,256,L,PNG,2351,2bbe60e28d365a07995b4ef4f8fd6e0e,92d8510e49ae0b1f96a30de51608e01b652986d93a1bf01642cb4879b6b48ae6,003c3e7e7e7e3c00,cc0f0f0f330f0f8e,cccc3b32328d61e3,66.74,56.31,17.0,229.0,3171.18
data/raw/ct_images/progression/CT00141.png,CT00141.png,ct,progression,256,256,L,PNG,2344,60d39c6ddbab78561a8eb536afe1753c,98a8fd7275f072cf14141383d49c065556d13401643ece66658adfde30615924,003c7e7e7e7e3c00,8c0f0f0f330f0f8e,cc892b3237ccbcc3,59.19,53.35,12.0,230.0,2846.29
data/raw/ct_images/progression/CT00142.png,CT00142.png,ct,progression,256,256,L,PNG,2357,067a6a4f38883f4d011f45c3124cdc88,ec6cdf742be748516f598afc1d90c9e2c641406a30377137f83aa4a4bc57f159,003c7c7e7e7e3c00,8c0f0f0f330f0f8e,d8992f64278c34b6,63.42,57.42,14.0,228.0,3297.35
data/raw/ct_images/progression/CT00143.png,CT00143.png,ct,progression,256,256,L,PNG,2326,47c84260bfe4de397e835a4d94eacb56,2159f96fabc49acccdf79d1d35275978833c90b1712c88358896eeb1944c8c94,003c7e7e7e7e3c00,8e0f0f0f330f0fd6,99996e666689999a,59.48,52.86,14.0,237.0,2794.21
data/raw/ct_images/progression/CT00144.png,CT00144.png,ct,progression,256,256,L,PNG,2355,dd2f015cee23494be3b51ae5e9fe2196,fba2b4cd685b16bbeee55d9c8198d7a14ac103ef76f5330262fe9c0f1d85f3f0,003c7e7e7e7e3c00,8e0f0f0f330f0f86,99996e6666999992,60.65,49.79,18.0,234.0,2478.81
data/raw/ct_images/progression/CT00145.png,CT00145.png,ct,progression,256,256,L,PNG,2370,86b9a53b066c17cefb180c3d59982347,7fddadf8eeed6c3f73064561a8553ea63d3e306acea8f81c344d5982eab21f84,003c7e7e7e7e3c00,8e0f0f0f330f0f96,cccc3b33338cc523,62.86,54.09,15.0,240.0,2926.03
data/raw/ct_images/progression/CT00146.png,CT00146.png,ct,progression,256,256,L,PNG,2371,cb9eba34c039d5e02aa695036d3beeab,8b5a3f21a708838d035a64bb40e46ec8939f0297c9855848681ee18ad60804bc,003c3e7e7e7e3c00,8e0f0f0f330f0f86,ccce3a3132c9e163,64.63,54.8,17.0,230.0,3003.13
data/raw/ct_images/progression/CT00147.png,CT00147.png,ct,progression,256,256,L,PNG,2355,3fd7d903a421dc453498bf71c1e2f93f,9ab2eee649f4a995c78abbe9b7d9ff9e52c57c47cf164350965c19b00dfd35a0,003c7e7e7e7e3c00,8e0f0f0f2b0f0f8e,cccc3b3230cde163,64.25,56.49,14.0,220.0,3190.76
data/raw/ct_images/progression/CT00148.png,CT00148.png,ct,progression,256,256,L,PNG,2412,ceebd14ae9008ffa1ace66722deb3b7c,4d42461b9936881d867311e734941a8649e6f28289d820e0bf65c90e6cd9aefb,003c3e7e7e7e3c00,c60f0f0f0f2f0f86,8dce7a3362896126,62.31,56.37,14.0,230.0,3177.03
data/raw/ct_images/progression/CT00149.png,CT00149.png,ct,progression,256,256,L,PNG,2351,c2c5e930ce5f92e0e6732f9f1ac6e121,adc3ae05e580e3f53767dbcc738f961c38865ea5b8729e12c1bc7dd1a07695b1,003c3c7e7e7e3c00,8e0f0f0f2b0f0f86,99986e676698b426,64.98,59.56,15.0,230.0,3546.86
data/raw/ct_images/progression/CT00150.png,CT00150.png,ct,progression,256,256,L,PNG,2409,3e083b710a1151583b141406258b088b,609d3a599e56e78d771830ef4427008df9c424fba569fc58d37fc6351357a45c,003c7e7e7e7e3c00,8e0f0f0f130f0f94,cccc3b3333cccc22,61.73,51.15,18.0,236.0,2616.77
data/raw/ct_images/progression/CT00151.png,CT00151.png,ct,progression,256,256,L,PNG,2327,00095c6565528b65f9af13f6b5932c46,382e31bc1b1c0c0b464965dcfc9ba572775ab0c88ee13ef58d46b035cf9a5419,003c7e7e7e7e3c00,8e0f0f0f330f0f86,cccc3b333289e1e3,65.14,55.87,17.0,240.0,3120.97
